PMAX,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
EFF_EL_DES,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447,0.4447
