op_time,946.5,934.75,909.75,776.25,755.75,683.5,549,510.25,496,466.75,409.75,345,326.25,248.25,203.5,61.5,56.25,43,38
cost_elec_out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cost_elec_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
