HPSTEAM_T,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
LPSTEAM_T,101.188,101.188,102.867,100,100,101.392,101.855,100.144,109.445,101.995,123.47,129.966,100.466,122.718,106.036,116.208,125.597,101.617,100.841,100.311
HW_TMAX,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
HW_TMIN,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
DT_SH,0,0,0,0,0,0,0.000221087,0,0,0,0,0,0,0,0,0,0,0,0,0
T_CON,30,30,30,30,30,30,30,30,30.001,30,34.0522,30.0127,30,30,30,30,30,30,30,30
