PMAX,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
EFF_EL_DES,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448,0.4448
